logical_index,event,event_name,t_ns,relative_ms,delta_ms,tid,session_id,stream_id,seq_num,first_unacked,nack_bitmap,object_id,callback_id,client_key,len,result,aux
445,3,SEQ_ASSIGNED,4886130981024,1078.296768,0.003136,10704,0,128,47,0,0x0000,0,0,0x00000000,14,1,0
446,8,SEND_END,4886130988032,1078.303776,0.007008,10703,129,128,46,0,0x0000,0,0,0x00000001,0,1,0
447,4,QUEUE_NEW,4886130993696,1078.309440,0.005664,10704,0,128,47,0,0x0000,0,0,0x00000000,14,1,0
448,5,SEND_BEGIN,4886131050528,1078.366272,0.056832,10703,129,128,47,0,0x0000,0,0,0x00000001,14,0,0
449,6,UART_WRITE_BEGIN,4886131059552,1078.375296,0.009024,10703,129,128,47,0,0x0000,0,0,0x00000001,21,0,0
450,7,UART_WRITE_END,4886131128704,1078.444448,0.069152,10703,129,128,47,0,0x0000,0,0,0x00000001,0,21,0
451,8,SEND_END,4886131137952,1078.453696,0.009248,10703,129,128,47,0,0x0000,0,0,0x00000001,0,1,0
452,3,SEQ_ASSIGNED,4886131819424,1079.135168,0.681472,10704,0,128,48,0,0x0000,0,0,0x00000000,14,1,0
453,4,QUEUE_NEW,4886131833760,1079.149504,0.014336,10704,0,128,48,0,0x0000,0,0,0x00000000,14,1,0
454,5,SEND_BEGIN,4886131948736,1079.264480,0.114976,10703,129,128,48,0,0x0000,0,0,0x00000001,14,0,0
455,6,UART_WRITE_BEGIN,4886131957792,1079.273536,0.009056,10703,129,128,48,0,0x0000,0,0,0x00000001,21,0,0
456,7,UART_WRITE_END,4886131984448,1079.300192,0.026656,10703,129,128,48,0,0x0000,0,0,0x00000001,0,21,0
457,8,SEND_END,4886131993696,1079.309440,0.009248,10703,129,128,48,0,0x0000,0,0,0x00000001,0,1,0
458,9,ACKNACK_RX,4886139467488,1086.783232,7.473792,10704,129,128,,46,0x0001,0,0,0x00000001,0,1,0
459,10,RETX_QUEUE,4886139476960,1086.792704,0.009472,10704,129,128,46,46,0x0001,0,0,0x00000001,14,1,0
460,11,ACK_UPDATE,4886139499616,1086.815360,0.022656,10704,129,128,,46,0x0001,0,0,0x00000001,0,1,0
461,9,ACKNACK_RX,4886139513120,1086.828864,0.013504,10704,129,128,,46,0x0001,0,0,0x00000001,0,1,0
462,10,RETX_QUEUE,4886139520832,1086.836576,0.007712,10704,129,128,46,46,0x0001,0,0,0x00000001,14,1,0
463,11,ACK_UPDATE,4886139528576,1086.844320,0.007744,10704,129,128,,46,0x0001,0,0,0x00000001,0,1,0
464,5,SEND_BEGIN,4886139540320,1086.856064,0.011744,10703,129,128,46,0,0x0000,0,0,0x00000001,14,0,0
465,6,UART_WRITE_BEGIN,4886139549952,1086.865696,0.009632,10703,129,128,46,0,0x0000,0,0,0x00000001,21,0,0
466,7,UART_WRITE_END,4886139614624,1086.930368,0.064672,10703,129,128,46,0,0x0000,0,0,0x00000001,0,21,0
467,8,SEND_END,4886139623968,1086.939712,0.009344,10703,129,128,46,0,0x0000,0,0,0x00000001,0,1,0
468,5,SEND_BEGIN,4886139631424,1086.947168,0.007456,10703,129,128,46,0,0x0000,0,0,0x00000001,14,0,0
469,6,UART_WRITE_BEGIN,4886139639776,1086.955520,0.008352,10703,129,128,46,0,0x0000,0,0,0x00000001,21,0,0
470,7,UART_WRITE_END,4886139680128,1086.995872,0.040352,10703,129,128,46,0,0x0000,0,0,0x00000001,0,21,0
471,8,SEND_END,4886139688384,1087.004128,0.008256,10703,129,128,46,0,0x0000,0,0,0x00000001,0,1,0
472,9,ACKNACK_RX,4886175437856,1122.753600,35.749472,10704,129,128,,49,0x0000,0,0,0x00000001,0,1,0
473,11,ACK_UPDATE,4886175458656,1122.774400,0.020800,10704,129,128,,49,0x0000,0,0,0x00000001,0,1,0
474,3,SEQ_ASSIGNED,4886176193632,1123.509376,0.734976,10704,0,128,49,0,0x0000,0,0,0x00000000,14,1,0
475,4,QUEUE_NEW,4886176203552,1123.519296,0.009920,10704,0,128,49,0,0x0000,0,0,0x00000000,14,1,0
476,5,SEND_BEGIN,4886176264640,1123.580384,0.061088,10703,129,128,49,0,0x0000,0,0,0x00000001,14,0,0
477,6,UART_WRITE_BEGIN,4886176271744,1123.587488,0.007104,10703,129,128,49,0,0x0000,0,0,0x00000001,21,0,0
478,7,UART_WRITE_END,4886176291488,1123.607232,0.019744,10703,129,128,49,0,0x0000,0,0,0x00000001,0,21,0
479,8,SEND_END,4886176297696,1123.613440,0.006208,10703,129,128,49,0,0x0000,0,0,0x00000001,0,1,0
480,3,SEQ_ASSIGNED,4886176367904,1123.683648,0.070208,10704,0,128,50,0,0x0000,0,0,0x00000000,14,1,0
481,4,QUEUE_NEW,4886176374720,1123.690464,0.006816,10704,0,128,50,0,0x0000,0,0,0x00000000,14,1,0
482,5,SEND_BEGIN,4886176413568,1123.729312,0.038848,10703,129,128,50,0,0x0000,0,0,0x00000001,14,0,0
483,6,UART_WRITE_BEGIN,4886176419392,1123.735136,0.005824,10703,129,128,50,0,0x0000,0,0,0x00000001,21,0,0
484,7,UART_WRITE_END,4886176434464,1123.750208,0.015072,10703,129,128,50,0,0x0000,0,0,0x00000001,0,21,0
485,8,SEND_END,4886176440384,1123.756128,0.005920,10703,129,128,50,0,0x0000,0,0,0x00000001,0,1,0
486,3,SEQ_ASSIGNED,4886177167936,1124.483680,0.727552,10704,0,128,51,0,0x0000,0,0,0x00000000,14,1,0
487,4,QUEUE_NEW,4886177176672,1124.492416,0.008736,10704,0,128,51,0,0x0000,0,0,0x00000000,14,1,0
488,9,ACKNACK_RX,4886177215424,1124.531168,0.038752,10704,129,128,,49,0x0000,0,0,0x00000001,0,1,0
489,11,ACK_UPDATE,4886177221056,1124.536800,0.005632,10704,129,128,,49,0x0000,0,0,0x00000001,0,1,0
490,5,SEND_BEGIN,4886177253056,1124.568800,0.032000,10703,129,128,51,0,0x0000,0,0,0x00000001,14,0,0
491,6,UART_WRITE_BEGIN,4886177259392,1124.575136,0.006336,10703,129,128,51,0,0x0000,0,0,0x00000001,21,0,0
492,7,UART_WRITE_END,4886177279776,1124.595520,0.020384,10703,129,128,51,0,0x0000,0,0,0x00000001,0,21,0
493,8,SEND_END,4886177285600,1124.601344,0.005824,10703,129,128,51,0,0x0000,0,0,0x00000001,0,1,0
494,9,ACKNACK_RX,4886182687520,1130.003264,5.401920,10704,129,128,,50,0x0000,0,0,0x00000001,0,1,0
495,11,ACK_UPDATE,4886182697056,1130.012800,0.009536,10704,129,128,,50,0x0000,0,0,0x00000001,0,1,0
496,9,ACKNACK_RX,4886182707712,1130.023456,0.010656,10704,129,128,,51,0x0000,0,0,0x00000001,0,1,0
497,11,ACK_UPDATE,4886182714592,1130.030336,0.006880,10704,129,128,,51,0x0000,0,0,0x00000001,0,1,0
498,9,ACKNACK_RX,4886216019456,1163.335200,33.304864,10704,129,128,,52,0x0000,0,0,0x00000001,0,1,0
499,11,ACK_UPDATE,4886216034464,1163.350208,0.015008,10704,129,128,,52,0x0000,0,0,0x00000001,0,1,0
500,3,SEQ_ASSIGNED,4886216484960,1163.800704,0.450496,10704,0,128,52,0,0x0000,0,0,0x00000000,14,1,0
501,4,QUEUE_NEW,4886216498784,1163.814528,0.013824,10704,0,128,52,0,0x0000,0,0,0x00000000,14,1,0
502,5,SEND_BEGIN,4886216568640,1163.884384,0.069856,10703,129,128,52,0,0x0000,0,0,0x00000001,14,0,0
503,6,UART_WRITE_BEGIN,4886216579168,1163.894912,0.010528,10703,129,128,52,0,0x0000,0,0,0x00000001,21,0,0
504,7,UART_WRITE_END,4886216652544,1163.968288,0.073376,10703,129,128,52,0,0x0000,0,0,0x00000001,0,21,0
505,8,SEND_END,4886216667808,1163.983552,0.015264,10703,129,128,52,0,0x0000,0,0,0x00000001,0,1,0
506,3,SEQ_ASSIGNED,4886216717536,1164.033280,0.049728,10704,0,128,53,0,0x0000,0,0,0x00000000,14,1,0
507,4,QUEUE_NEW,4886216729568,1164.045312,0.012032,10704,0,128,53,0,0x0000,0,0,0x00000000,14,1,0
508,5,SEND_BEGIN,4886216779616,1164.095360,0.050048,10703,129,128,53,0,0x0000,0,0,0x00000001,14,0,0
509,6,UART_WRITE_BEGIN,4886216788256,1164.104000,0.008640,10703,129,128,53,0,0x0000,0,0,0x00000001,21,0,0
510,7,UART_WRITE_END,4886216847744,1164.163488,0.059488,10703,129,128,53,0,0x0000,0,0,0x00000001,0,21,0
511,8,SEND_END,4886216856960,1164.172704,0.009216,10703,129,128,53,0,0x0000,0,0,0x00000001,0,1,0
512,3,SEQ_ASSIGNED,4886217500672,1164.816416,0.643712,10704,0,128,54,0,0x0000,0,0,0x00000000,14,1,0
513,4,QUEUE_NEW,4886217513312,1164.829056,0.012640,10704,0,128,54,0,0x0000,0,0,0x00000000,14,1,0
514,5,SEND_BEGIN,4886217924000,1165.239744,0.410688,10703,129,128,54,0,0x0000,0,0,0x00000001,14,0,0
515,6,UART_WRITE_BEGIN,4886217929920,1165.245664,0.005920,10703,129,128,54,0,0x0000,0,0,0x00000001,21,0,0
516,7,UART_WRITE_END,4886217947040,1165.262784,0.017120,10703,129,128,54,0,0x0000,0,0,0x00000001,0,21,0
517,8,SEND_END,4886217953056,1165.268800,0.006016,10703,129,128,54,0,0x0000,0,0,0x00000001,0,1,0
518,9,ACKNACK_RX,4886223650656,1170.966400,5.697600,10704,129,128,,52,0x0001,0,0,0x00000001,0,1,0
519,10,RETX_QUEUE,4886223661376,1170.977120,0.010720,10704,129,128,52,52,0x0001,0,0,0x00000001,14,1,0
520,11,ACK_UPDATE,4886223683008,1170.998752,0.021632,10704,129,128,,52,0x0001,0,0,0x00000001,0,1,0
521,5,SEND_BEGIN,4886223711200,1171.026944,0.028192,10703,129,128,52,0,0x0000,0,0,0x00000001,14,0,0
522,6,UART_WRITE_BEGIN,4886223720000,1171.035744,0.008800,10703,129,128,52,0,0x0000,0,0,0x00000001,21,0,0
523,7,UART_WRITE_END,4886223783392,1171.099136,0.063392,10703,129,128,52,0,0x0000,0,0,0x00000001,0,21,0
524,8,SEND_END,4886223793184,1171.108928,0.009792,10703,129,128,52,0,0x0000,0,0,0x00000001,0,1,0
525,9,ACKNACK_RX,4886227909088,1175.224832,4.115904,10704,129,128,,54,0x0000,0,0,0x00000001,0,1,0
526,11,ACK_UPDATE,4886227917952,1175.233696,0.008864,10704,129,128,,54,0x0000,0,0,0x00000001,0,1,0
527,12,HEARTBEAT_QUEUE,4886270945984,1218.261728,43.028032,10705,129,128,54,54,0x0000,0,0,0x00000001,0,1,0
528,9,ACKNACK_RX,4886275347808,1222.663552,4.401824,10704,129,128,,54,0x0001,0,0,0x00000001,0,1,0
529,10,RETX_QUEUE,4886275359904,1222.675648,0.012096,10704,129,128,54,54,0x0001,0,0,0x00000001,14,1,0
530,11,ACK_UPDATE,4886275381312,1222.697056,0.021408,10704,129,128,,54,0x0001,0,0,0x00000001,0,1,0
531,5,SEND_BEGIN,4886275429280,1222.745024,0.047968,10703,129,128,54,0,0x0000,0,0,0x00000001,14,0,0
532,6,UART_WRITE_BEGIN,4886275438784,1222.754528,0.009504,10703,129,128,54,0,0x0000,0,0,0x00000001,21,0,0
533,7,UART_WRITE_END,4886275505376,1222.821120,0.066592,10703,129,128,54,0,0x0000,0,0,0x00000001,0,21,0
534,8,SEND_END,4886275514880,1222.830624,0.009504,10703,129,128,54,0,0x0000,0,0,0x00000001,0,1,0
535,9,ACKNACK_RX,4886289655808,1236.971552,14.140928,10704,129,128,,55,0x0000,0,0,0x00000001,0,1,0
536,11,ACK_UPDATE,4886289668960,1236.984704,0.013152,10704,129,128,,55,0x0000,0,0,0x00000001,0,1,0
